"","p_d_node","p_state","d_state","change","p_pp","d_pp","dpp>ppp"
"1","1094_1095",0,0,0,0.926,0.91,0
"2","1095_1096",0,0,0,0.91,0.91,0
"3","1096_1",0,0,0,0.91,1,1
"4","1096_1097",0,0,0,0.91,0.908,0
"5","1097_1098",0,0,0,0.908,0.914,1
"6","1098_1099",0,0,0,0.914,0.926,1
"7","1099_1100",0,0,0,0.926,0.862,0
"8","1100_2",0,1,1,0.862,1,1
"9","1100_3",0,0,0,0.862,1,1
"10","1099_1101",0,0,0,0.926,0.952,1
"11","1101_4",0,0,0,0.952,1,1
"12","1101_5",0,0,0,0.952,1,1
"13","1098_1102",0,0,0,0.914,0.894,0
"14","1102_1103",0,0,0,0.894,0.922,1
"15","1103_6",0,0,0,0.922,1,1
"16","1103_7",0,0,0,0.922,1,1
"17","1102_1104",0,0,0,0.894,0.968,1
"18","1104_8",0,0,0,0.968,1,1
"19","1104_9",0,0,0,0.968,1,1
"20","1097_1105",0,0,0,0.908,0.93,1
"21","1105_1106",0,0,0,0.93,0.956,1
"22","1106_10",0,1,1,0.956,1,1
"23","1106_11",0,0,0,0.956,1,1
"24","1105_1107",0,0,0,0.93,0.938,1
"25","1107_12",0,0,0,0.938,1,1
"26","1107_13",0,0,0,0.938,1,1
"27","1095_1108",0,0,0,0.91,0.908,0
"28","1108_14",0,0,0,0.908,1,1
"29","1108_1109",0,0,0,0.908,0.99,1
"30","1109_15",0,0,0,0.99,1,1
"31","1109_16",0,0,0,0.99,1,1
"32","1094_1110",0,0,0,0.926,0.942,1
"33","1110_1111",0,0,0,0.942,0.928,0
"34","1111_1112",0,0,0,0.928,0.928,0
"35","1112_17",0,0,0,0.928,1,1
"36","1112_1113",0,0,0,0.928,0.924,0
"37","1113_1114",0,0,0,0.924,0.93,1
"38","1114_18",0,0,0,0.93,1,1
"39","1114_19",0,0,0,0.93,1,1
"40","1113_20",0,0,0,0.924,1,1
"41","1111_1115",0,0,0,0.928,0.938,1
"42","1115_1116",0,0,0,0.938,0.922,0
"43","1116_1117",0,0,0,0.922,0.93,1
"44","1117_1118",0,0,0,0.93,0.92,0
"45","1118_1119",0,0,0,0.92,0.924,1
"46","1119_21",0,0,0,0.924,1,1
"47","1119_22",0,1,1,0.924,1,1
"48","1118_23",0,0,0,0.92,1,1
"49","1117_1120",0,0,0,0.93,0.94,1
"50","1120_1121",0,0,0,0.94,0.93,0
"51","1121_24",0,0,0,0.93,1,1
"52","1121_1122",0,0,0,0.93,0.934,1
"53","1122_1123",0,0,0,0.934,0.95,1
"54","1123_1124",0,0,0,0.95,0.924,0
"55","1124_25",0,0,0,0.924,1,1
"56","1124_26",0,0,0,0.924,1,1
"57","1123_1125",0,0,0,0.95,0.956,1
"58","1125_1126",0,0,0,0.956,0.952,0
"59","1126_27",0,0,0,0.952,1,1
"60","1126_28",0,0,0,0.952,1,1
"61","1125_1127",0,0,0,0.956,0.942,0
"62","1127_1128",0,0,0,0.942,0.93,0
"63","1128_29",0,0,0,0.93,1,1
"64","1128_30",0,0,0,0.93,1,1
"65","1127_31",0,0,0,0.942,1,1
"66","1122_32",0,0,0,0.934,1,1
"67","1120_1129",0,0,0,0.94,0.938,0
"68","1129_1130",0,0,0,0.938,0.948,1
"69","1130_1131",0,0,0,0.948,0.928,0
"70","1131_33",0,0,0,0.928,1,1
"71","1131_34",0,0,0,0.928,1,1
"72","1130_35",0,0,0,0.948,1,1
"73","1129_1132",0,0,0,0.938,0.944,1
"74","1132_1133",0,0,0,0.944,0.936,0
"75","1133_1134",0,0,0,0.936,0.92,0
"76","1134_36",0,0,0,0.92,1,1
"77","1134_37",0,0,0,0.92,1,1
"78","1133_1135",0,0,0,0.936,0.936,0
"79","1135_1136",0,0,0,0.936,0.868,0
"80","1136_38",0,0,0,0.868,1,1
"81","1136_1137",0,0,0,0.868,0.724,0
"82","1137_39",0,0,0,0.724,1,1
"83","1137_40",0,1,1,0.724,1,1
"84","1135_1138",0,0,0,0.936,0.934,0
"85","1138_1139",0,0,0,0.934,0.97,1
"86","1139_41",0,0,0,0.97,1,1
"87","1139_1140",0,0,0,0.97,0.986,1
"88","1140_42",0,0,0,0.986,1,1
"89","1140_43",0,0,0,0.986,1,1
"90","1138_44",0,0,0,0.934,1,1
"91","1132_45",0,0,0,0.944,1,1
"92","1116_1141",0,0,0,0.922,0.924,1
"93","1141_1142",0,0,0,0.924,0.914,0
"94","1142_1143",0,0,0,0.914,0.94,1
"95","1143_1144",0,0,0,0.94,0.94,0
"96","1144_46",0,0,0,0.94,1,1
"97","1144_1145",0,0,0,0.94,0.944,1
"98","1145_1146",0,0,0,0.944,0.82,0
"99","1146_47",0,0,0,0.82,1,1
"100","1146_1147",0,0,0,0.82,0.702,0
"101","1147_1148",0,0,0,0.702,0.8,1
"102","1148_48",0,0,0,0.8,1,1
"103","1148_49",0,0,0,0.8,1,1
"104","1147_50",0,1,1,0.702,1,1
"105","1145_1149",0,0,0,0.944,0.982,1
"106","1149_51",0,0,0,0.982,1,1
"107","1149_1150",0,0,0,0.982,0.998,1
"108","1150_52",0,0,0,0.998,1,1
"109","1150_53",0,0,0,0.998,1,1
"110","1143_1151",0,0,0,0.94,0.948,1
"111","1151_1152",0,0,0,0.948,0.922,0
"112","1152_1153",0,0,0,0.922,0.918,0
"113","1153_1154",0,0,0,0.918,0.916,0
"114","1154_1155",0,0,0,0.916,0.966,1
"115","1155_54",0,0,0,0.966,1,1
"116","1155_55",0,0,0,0.966,1,1
"117","1154_1156",0,0,0,0.916,0.92,1
"118","1156_1157",0,0,0,0.92,0.912,0
"119","1157_1158",0,0,0,0.912,0.998,1
"120","1158_56",0,0,0,0.998,1,1
"121","1158_57",0,0,0,0.998,1,1
"122","1157_1159",0,0,0,0.912,0.902,0
"123","1159_58",0,1,1,0.902,1,1
"124","1159_59",0,0,0,0.902,1,1
"125","1156_1160",0,0,0,0.92,0.908,0
"126","1160_1161",0,0,0,0.908,0.886,0
"127","1161_1162",0,0,0,0.886,0.638,0
"128","1162_60",0,1,1,0.638,1,1
"129","1162_61",0,1,1,0.638,1,1
"130","1161_1163",0,0,0,0.886,0.866,0
"131","1163_62",0,1,1,0.866,1,1
"132","1163_63",0,1,1,0.866,1,1
"133","1160_1164",0,0,0,0.908,0.94,1
"134","1164_1165",0,0,0,0.94,0.966,1
"135","1165_64",0,0,0,0.966,1,1
"136","1165_65",0,0,0,0.966,1,1
"137","1164_1166",0,0,0,0.94,0.938,0
"138","1166_66",0,0,0,0.938,1,1
"139","1166_67",0,0,0,0.938,1,1
"140","1153_1167",0,0,0,0.918,0.936,1
"141","1167_1168",0,0,0,0.936,0.928,0
"142","1168_68",0,0,0,0.928,1,1
"143","1168_69",0,0,0,0.928,1,1
"144","1167_1169",0,0,0,0.936,0.908,0
"145","1169_1170",0,0,0,0.908,0.912,1
"146","1170_1171",0,0,0,0.912,0.926,1
"147","1171_70",0,0,0,0.926,1,1
"148","1171_71",0,1,1,0.926,1,1
"149","1170_72",0,0,0,0.912,1,1
"150","1169_1172",0,0,0,0.908,0.928,1
"151","1172_73",0,0,0,0.928,1,1
"152","1172_74",0,0,0,0.928,1,1
"153","1152_1173",0,0,0,0.922,0.918,0
"154","1173_1174",0,0,0,0.918,0.914,0
"155","1174_1175",0,0,0,0.914,0.914,0
"156","1175_1176",0,0,0,0.914,0.942,1
"157","1176_75",0,0,0,0.942,1,1
"158","1176_1177",0,0,0,0.942,0.928,0
"159","1177_76",0,0,0,0.928,1,1
"160","1177_77",0,0,0,0.928,1,1
"161","1175_1178",0,0,0,0.914,0.916,1
"162","1178_78",0,1,1,0.916,1,1
"163","1178_1179",0,0,0,0.916,0.98,1
"164","1179_79",0,0,0,0.98,1,1
"165","1179_80",0,0,0,0.98,1,1
"166","1174_1180",0,0,0,0.914,0.948,1
"167","1180_1181",0,0,0,0.948,0.924,0
"168","1181_1182",0,0,0,0.924,0.912,0
"169","1182_1183",0,0,0,0.912,0.926,1
"170","1183_1184",0,0,0,0.926,0.818,0
"171","1184_81",0,0,0,0.818,1,1
"172","1184_1185",0,0,0,0.818,0.636,0
"173","1185_82",0,0,0,0.636,1,1
"174","1185_1186",0,1,1,0.636,0.97,1
"175","1186_83",1,1,0,0.97,1,1
"176","1186_1187",1,1,0,0.97,0.994,1
"177","1187_1188",1,0,1,0.994,0.992,0
"178","1188_84",0,0,0,0.992,1,1
"179","1188_85",0,0,0,0.992,1,1
"180","1187_86",1,1,0,0.994,1,1
"181","1183_1189",0,0,0,0.926,0.926,0
"182","1189_1190",0,0,0,0.926,0.922,0
"183","1190_1191",0,0,0,0.922,0.942,1
"184","1191_1192",0,0,0,0.942,0.928,0
"185","1192_1193",0,0,0,0.928,0.94,1
"186","1193_1194",0,0,0,0.94,0.996,1
"187","1194_87",0,0,0,0.996,1,1
"188","1194_88",0,0,0,0.996,1,1
"189","1193_1195",0,0,0,0.94,0.94,0
"190","1195_1196",0,0,0,0.94,1,1
"191","1196_89",0,0,0,1,1,0
"192","1196_90",0,0,0,1,1,0
"193","1195_1197",0,0,0,0.94,0.978,1
"194","1197_1198",0,0,0,0.978,0.986,1
"195","1198_91",0,0,0,0.986,1,1
"196","1198_92",0,0,0,0.986,1,1
"197","1197_1199",0,0,0,0.978,0.986,1
"198","1199_93",0,0,0,0.986,1,1
"199","1199_94",0,0,0,0.986,1,1
"200","1192_1200",0,0,0,0.928,0.928,0
"201","1200_95",0,0,0,0.928,1,1
"202","1200_1201",0,0,0,0.928,0.662,0
"203","1201_1202",0,1,1,0.662,0.982,1
"204","1202_96",1,1,0,0.982,1,1
"205","1202_97",1,0,1,0.982,1,1
"206","1201_98",0,0,0,0.662,1,1
"207","1191_1203",0,0,0,0.942,0.944,1
"208","1203_99",0,0,0,0.944,1,1
"209","1203_1204",0,0,0,0.944,0.938,0
"210","1204_1205",0,0,0,0.938,0.932,0
"211","1205_100",0,0,0,0.932,1,1
"212","1205_101",0,0,0,0.932,1,1
"213","1204_1206",0,0,0,0.938,0.946,1
"214","1206_1207",0,0,0,0.946,0.946,0
"215","1207_102",0,0,0,0.946,1,1
"216","1207_1208",0,0,0,0.946,0.926,0
"217","1208_103",0,0,0,0.926,1,1
"218","1208_104",0,0,0,0.926,1,1
"219","1206_1209",0,0,0,0.946,0.938,0
"220","1209_1210",0,0,0,0.938,0.93,0
"221","1210_105",0,0,0,0.93,1,1
"222","1210_1211",0,0,0,0.93,0.936,1
"223","1211_106",0,0,0,0.936,1,1
"224","1211_1212",0,0,0,0.936,0.952,1
"225","1212_107",0,0,0,0.952,1,1
"226","1212_1213",0,0,0,0.952,0.964,1
"227","1213_108",0,0,0,0.964,1,1
"228","1213_109",0,0,0,0.964,1,1
"229","1209_1214",0,0,0,0.938,0.942,1
"230","1214_110",0,0,0,0.942,1,1
"231","1214_111",0,0,0,0.942,1,1
"232","1190_1215",0,0,0,0.922,0.914,0
"233","1215_1216",0,0,0,0.914,0.924,1
"234","1216_1217",0,0,0,0.924,0.992,1
"235","1217_1218",0,0,0,0.992,0.99,0
"236","1218_112",0,1,1,0.99,1,1
"237","1218_113",0,0,0,0.99,1,1
"238","1217_1219",0,0,0,0.992,0.996,1
"239","1219_114",0,0,0,0.996,1,1
"240","1219_115",0,0,0,0.996,1,1
"241","1216_1220",0,0,0,0.924,0.926,1
"242","1220_1221",0,0,0,0.926,0.928,1
"243","1221_1222",0,0,0,0.928,0.91,0
"244","1222_1223",0,0,0,0.91,1,1
"245","1223_116",0,0,0,1,1,0
"246","1223_117",0,0,0,1,1,0
"247","1222_1224",0,0,0,0.91,0.878,0
"248","1224_118",0,0,0,0.878,1,1
"249","1224_1225",0,0,0,0.878,0.782,0
"250","1225_1226",0,0,0,0.782,0.63,0
"251","1226_1227",0,0,0,0.63,0.564,0
"252","1227_119",0,1,1,0.564,1,1
"253","1227_120",0,0,0,0.564,1,1
"254","1226_1228",0,1,1,0.63,0.96,1
"255","1228_121",1,1,0,0.96,1,1
"256","1228_1229",1,1,0,0.96,0.982,1
"257","1229_122",1,1,0,0.982,1,1
"258","1229_1230",1,0,1,0.982,0.992,1
"259","1230_123",0,0,0,0.992,1,1
"260","1230_1231",0,0,0,0.992,0.998,1
"261","1231_124",0,0,0,0.998,1,1
"262","1231_125",0,0,0,0.998,1,1
"263","1225_126",0,0,0,0.782,1,1
"264","1221_127",0,0,0,0.928,1,1
"265","1220_1232",0,0,0,0.926,0.934,1
"266","1232_1233",0,0,0,0.934,0.948,1
"267","1233_1234",0,0,0,0.948,0.958,1
"268","1234_128",0,0,0,0.958,1,1
"269","1234_1235",0,0,0,0.958,0.986,1
"270","1235_129",0,0,0,0.986,1,1
"271","1235_1236",0,0,0,0.986,0.994,1
"272","1236_130",0,0,0,0.994,1,1
"273","1236_1237",0,0,0,0.994,1,1
"274","1237_1238",0,0,0,1,1,0
"275","1238_131",0,0,0,1,1,0
"276","1238_132",0,0,0,1,1,0
"277","1237_1239",0,0,0,1,1,0
"278","1239_133",0,0,0,1,1,0
"279","1239_134",0,0,0,1,1,0
"280","1233_1240",0,0,0,0.948,0.982,1
"281","1240_135",0,0,0,0.982,1,1
"282","1240_136",0,0,0,0.982,1,1
"283","1232_1241",0,0,0,0.934,1,1
"284","1241_137",0,0,0,1,1,0
"285","1241_1242",0,0,0,1,1,0
"286","1242_138",0,0,0,1,1,0
"287","1242_139",0,0,0,1,1,0
"288","1215_1243",0,0,0,0.914,0.904,0
"289","1243_140",0,1,1,0.904,1,1
"290","1243_1244",0,1,1,0.904,0.93,1
"291","1244_141",1,1,0,0.93,1,1
"292","1244_142",1,0,1,0.93,1,1
"293","1189_1245",0,0,0,0.926,0.928,1
"294","1245_143",0,0,0,0.928,1,1
"295","1245_144",0,0,0,0.928,1,1
"296","1182_1246",0,0,0,0.912,0.922,1
"297","1246_145",0,0,0,0.922,1,1
"298","1246_1247",0,0,0,0.922,0.924,1
"299","1247_1248",0,0,0,0.924,0.924,0
"300","1248_1249",0,0,0,0.924,0.936,1
"301","1249_146",0,0,0,0.936,1,1
"302","1249_1250",0,0,0,0.936,0.95,1
"303","1250_147",0,0,0,0.95,1,1
"304","1250_1251",0,0,0,0.95,0.952,1
"305","1251_1252",0,0,0,0.952,0.942,0
"306","1252_1253",0,0,0,0.942,0.938,0
"307","1253_148",0,0,0,0.938,1,1
"308","1253_149",0,0,0,0.938,1,1
"309","1252_1254",0,0,0,0.942,0.898,0
"310","1254_150",0,0,0,0.898,1,1
"311","1254_1255",0,0,0,0.898,0.876,0
"312","1255_151",0,1,1,0.876,1,1
"313","1255_152",0,0,0,0.876,1,1
"314","1251_1256",0,0,0,0.952,0.922,0
"315","1256_1257",0,0,0,0.922,0.916,0
"316","1257_1258",0,0,0,0.916,0.924,1
"317","1258_1259",0,0,0,0.924,0.912,0
"318","1259_1260",0,0,0,0.912,0.892,0
"319","1260_153",0,0,0,0.892,1,1
"320","1260_1261",0,0,0,0.892,0.63,0
"321","1261_154",0,1,1,0.63,1,1
"322","1261_155",0,0,0,0.63,1,1
"323","1259_1262",0,0,0,0.912,0.936,1
"324","1262_156",0,0,0,0.936,1,1
"325","1262_157",0,0,0,0.936,1,1
"326","1258_1263",0,0,0,0.924,0.948,1
"327","1263_158",0,0,0,0.948,1,1
"328","1263_159",0,1,1,0.948,1,1
"329","1257_160",0,1,1,0.916,1,1
"330","1256_1264",0,0,0,0.922,0.944,1
"331","1264_161",0,0,0,0.944,1,1
"332","1264_1265",0,0,0,0.944,0.998,1
"333","1265_162",0,0,0,0.998,1,1
"334","1265_163",0,0,0,0.998,1,1
"335","1248_1266",0,0,0,0.924,0.926,1
"336","1266_164",0,0,0,0.926,1,1
"337","1266_1267",0,0,0,0.926,0.918,0
"338","1267_1268",0,0,0,0.918,0.958,1
"339","1268_165",0,0,0,0.958,1,1
"340","1268_1269",0,0,0,0.958,0.984,1
"341","1269_1270",0,0,0,0.984,0.994,1
"342","1270_166",0,0,0,0.994,1,1
"343","1270_167",0,0,0,0.994,1,1
"344","1269_1271",0,0,0,0.984,0.98,0
"345","1271_1272",0,0,0,0.98,0.956,0
"346","1272_168",0,0,0,0.956,1,1
"347","1272_169",0,1,1,0.956,1,1
"348","1271_170",0,0,0,0.98,1,1
"349","1267_1273",0,0,0,0.918,0.9,0
"350","1273_1274",0,0,0,0.9,0.566,0
"351","1274_1275",0,1,1,0.566,0.782,1
"352","1275_1276",1,1,0,0.782,0.986,1
"353","1276_1277",1,0,1,0.986,1,1
"354","1277_171",0,0,0,1,1,0
"355","1277_172",0,1,1,1,1,0
"356","1276_173",1,1,0,0.986,1,1
"357","1275_1278",1,1,0,0.782,0.756,0
"358","1278_174",1,0,1,0.756,1,1
"359","1278_1279",1,1,0,0.756,0.866,1
"360","1279_175",1,1,0,0.866,1,1
"361","1279_1280",1,0,1,0.866,0.992,1
"362","1280_176",0,0,0,0.992,1,1
"363","1280_177",0,0,0,0.992,1,1
"364","1274_1281",0,0,0,0.566,0.536,0
"365","1281_178",0,0,0,0.536,1,1
"366","1281_179",0,1,1,0.536,1,1
"367","1273_1282",0,0,0,0.9,0.918,1
"368","1282_1283",0,0,0,0.918,0.674,0
"369","1283_180",0,1,1,0.674,1,1
"370","1283_1284",0,0,0,0.674,0.506,0
"371","1284_1285",0,0,0,0.506,0.528,1
"372","1285_1286",0,1,1,0.528,0.83,1
"373","1286_181",1,0,1,0.83,1,1
"374","1286_182",1,1,0,0.83,1,1
"375","1285_1287",0,0,0,0.528,0.912,1
"376","1287_183",0,0,0,0.912,1,1
"377","1287_1288",0,0,0,0.912,0.922,1
"378","1288_1289",0,0,0,0.922,0.996,1
"379","1289_184",0,0,0,0.996,1,1
"380","1289_185",0,0,0,0.996,1,1
"381","1288_186",0,0,0,0.922,1,1
"382","1284_187",0,0,0,0.506,1,1
"383","1282_1290",0,0,0,0.918,0.994,1
"384","1290_188",0,0,0,0.994,1,1
"385","1290_189",0,0,0,0.994,1,1
"386","1247_190",0,0,0,0.924,1,1
"387","1181_1291",0,0,0,0.924,0.896,0
"388","1291_191",0,1,1,0.896,1,1
"389","1291_1292",0,0,0,0.896,0.922,1
"390","1292_192",0,0,0,0.922,1,1
"391","1292_1293",0,0,0,0.922,0.948,1
"392","1293_193",0,0,0,0.948,1,1
"393","1293_1294",0,0,0,0.948,0.906,0
"394","1294_194",0,0,0,0.906,1,1
"395","1294_1295",0,0,0,0.906,0.868,0
"396","1295_1296",0,0,0,0.868,0.91,1
"397","1296_1297",0,0,0,0.91,0.944,1
"398","1297_195",0,0,0,0.944,1,1
"399","1297_196",0,0,0,0.944,1,1
"400","1296_197",0,0,0,0.91,1,1
"401","1295_1298",0,1,1,0.868,0.998,1
"402","1298_198",1,1,0,0.998,1,1
"403","1298_199",1,0,1,0.998,1,1
"404","1180_1299",0,0,0,0.948,0.924,0
"405","1299_200",0,0,0,0.924,1,1
"406","1299_1300",0,0,0,0.924,0.946,1
"407","1300_1301",0,0,0,0.946,0.934,0
"408","1301_201",0,0,0,0.934,1,1
"409","1301_1302",0,0,0,0.934,0.934,0
"410","1302_202",0,0,0,0.934,1,1
"411","1302_1303",0,0,0,0.934,0.94,1
"412","1303_203",0,0,0,0.94,1,1
"413","1303_1304",0,0,0,0.94,0.988,1
"414","1304_204",0,0,0,0.988,1,1
"415","1304_205",0,0,0,0.988,1,1
"416","1300_1305",0,0,0,0.946,0.94,0
"417","1305_1306",0,0,0,0.94,0.938,0
"418","1306_206",0,0,0,0.938,1,1
"419","1306_1307",0,0,0,0.938,0.944,1
"420","1307_1308",0,0,0,0.944,0.994,1
"421","1308_207",0,0,0,0.994,1,1
"422","1308_208",0,0,0,0.994,1,1
"423","1307_209",0,0,0,0.944,1,1
"424","1305_1309",0,0,0,0.94,0.932,0
"425","1309_1310",0,0,0,0.932,0.946,1
"426","1310_1311",0,0,0,0.946,0.924,0
"427","1311_1312",0,0,0,0.924,0.96,1
"428","1312_210",0,0,0,0.96,1,1
"429","1312_211",0,0,0,0.96,1,1
"430","1311_1313",0,0,0,0.924,0.96,1
"431","1313_212",0,0,0,0.96,1,1
"432","1313_213",0,0,0,0.96,1,1
"433","1310_1314",0,0,0,0.946,0.924,0
"434","1314_1315",0,0,0,0.924,0.94,1
"435","1315_214",0,0,0,0.94,1,1
"436","1315_1316",0,0,0,0.94,0.936,0
"437","1316_1317",0,0,0,0.936,0.972,1
"438","1317_215",0,0,0,0.972,1,1
"439","1317_216",0,0,0,0.972,1,1
"440","1316_217",0,0,0,0.936,1,1
"441","1314_1318",0,0,0,0.924,0.926,1
"442","1318_1319",0,0,0,0.926,0.988,1
"443","1319_218",0,0,0,0.988,1,1
"444","1319_219",0,0,0,0.988,1,1
"445","1318_220",0,0,0,0.926,1,1
"446","1309_1320",0,0,0,0.932,0.92,0
"447","1320_1321",0,0,0,0.92,0.942,1
"448","1321_221",0,0,0,0.942,1,1
"449","1321_222",0,0,0,0.942,1,1
"450","1320_1322",0,0,0,0.92,0.924,1
"451","1322_223",0,0,0,0.924,1,1
"452","1322_1323",0,0,0,0.924,0.928,1
"453","1323_1324",0,0,0,0.928,0.928,0
"454","1324_1325",0,0,0,0.928,0.94,1
"455","1325_224",0,0,0,0.94,1,1
"456","1325_1326",0,0,0,0.94,0.986,1
"457","1326_225",0,0,0,0.986,1,1
"458","1326_226",0,0,0,0.986,1,1
"459","1324_1327",0,0,0,0.928,0.94,1
"460","1327_227",0,0,0,0.94,1,1
"461","1327_228",0,0,0,0.94,1,1
"462","1323_1328",0,0,0,0.928,0.928,0
"463","1328_1329",0,0,0,0.928,0.994,1
"464","1329_229",0,0,0,0.994,1,1
"465","1329_230",0,0,0,0.994,1,1
"466","1328_231",0,0,0,0.928,1,1
"467","1173_1330",0,0,0,0.918,0.944,1
"468","1330_1331",0,0,0,0.944,0.942,0
"469","1331_1332",0,0,0,0.942,0.926,0
"470","1332_232",0,0,0,0.926,1,1
"471","1332_233",0,0,0,0.926,1,1
"472","1331_1333",0,0,0,0.942,0.904,0
"473","1333_234",0,1,1,0.904,1,1
"474","1333_1334",0,0,0,0.904,0.922,1
"475","1334_1335",0,0,0,0.922,0.918,0
"476","1335_235",0,0,0,0.918,1,1
"477","1335_1336",0,0,0,0.918,0.924,1
"478","1336_1337",0,0,0,0.924,0.908,0
"479","1337_236",0,0,0,0.908,1,1
"480","1337_1338",0,0,0,0.908,0.926,1
"481","1338_237",0,0,0,0.926,1,1
"482","1338_1339",0,0,0,0.926,0.888,0
"483","1339_238",0,0,0,0.888,1,1
"484","1339_239",0,1,1,0.888,1,1
"485","1336_240",0,0,0,0.924,1,1
"486","1334_241",0,0,0,0.922,1,1
"487","1330_1340",0,0,0,0.944,0.942,0
"488","1340_242",0,0,0,0.942,1,1
"489","1340_243",0,0,0,0.942,1,1
"490","1151_1341",0,0,0,0.948,0.924,0
"491","1341_1342",0,0,0,0.924,0.938,1
"492","1342_244",0,0,0,0.938,1,1
"493","1342_1343",0,0,0,0.938,0.928,0
"494","1343_1344",0,0,0,0.928,0.968,1
"495","1344_245",0,0,0,0.968,1,1
"496","1344_246",0,0,0,0.968,1,1
"497","1343_1345",0,0,0,0.928,0.936,1
"498","1345_247",0,0,0,0.936,1,1
"499","1345_248",0,0,0,0.936,1,1
"500","1341_1346",0,0,0,0.924,0.976,1
"501","1346_249",0,0,0,0.976,1,1
"502","1346_1347",0,0,0,0.976,0.998,1
"503","1347_250",0,0,0,0.998,1,1
"504","1347_1348",0,0,0,0.998,0.998,0
"505","1348_251",0,0,0,0.998,1,1
"506","1348_1349",0,0,0,0.998,0.998,0
"507","1349_252",0,0,0,0.998,1,1
"508","1349_1350",0,0,0,0.998,0.992,0
"509","1350_253",0,0,0,0.992,1,1
"510","1350_254",0,0,0,0.992,1,1
"511","1142_1351",0,0,0,0.914,0.934,1
"512","1351_255",0,0,0,0.934,1,1
"513","1351_256",0,0,0,0.934,1,1
"514","1141_1352",0,0,0,0.924,0.922,0
"515","1352_1353",0,0,0,0.922,0.94,1
"516","1353_1354",0,0,0,0.94,0.94,0
"517","1354_1355",0,0,0,0.94,0.924,0
"518","1355_257",0,0,0,0.924,1,1
"519","1355_258",0,0,0,0.924,1,1
"520","1354_259",0,0,0,0.94,1,1
"521","1353_260",0,0,0,0.94,1,1
"522","1352_261",0,0,0,0.922,1,1
"523","1115_1356",0,0,0,0.938,0.908,0
"524","1356_262",0,0,0,0.908,1,1
"525","1356_1357",0,0,0,0.908,0.92,1
"526","1357_263",0,1,1,0.92,1,1
"527","1357_264",0,0,0,0.92,1,1
"528","1110_1358",0,0,0,0.942,0.938,0
"529","1358_1359",0,0,0,0.938,0.924,0
"530","1359_1360",0,0,0,0.924,0.916,0
"531","1360_1361",0,0,0,0.916,0.934,1
"532","1361_1362",0,0,0,0.934,0.938,1
"533","1362_1363",0,0,0,0.938,0.938,0
"534","1363_265",0,0,0,0.938,1,1
"535","1363_266",0,0,0,0.938,1,1
"536","1362_1364",0,0,0,0.938,0.934,0
"537","1364_1365",0,0,0,0.934,0.956,1
"538","1365_267",0,0,0,0.956,1,1
"539","1365_268",0,0,0,0.956,1,1
"540","1364_1366",0,0,0,0.934,0.964,1
"541","1366_269",0,0,0,0.964,1,1
"542","1366_1367",0,0,0,0.964,0.99,1
"543","1367_1368",0,0,0,0.99,0.986,0
"544","1368_270",0,0,0,0.986,1,1
"545","1368_1369",0,0,0,0.986,0.976,0
"546","1369_271",0,0,0,0.976,1,1
"547","1369_272",0,0,0,0.976,1,1
"548","1367_273",0,0,0,0.99,1,1
"549","1361_1370",0,0,0,0.934,0.956,1
"550","1370_1371",0,0,0,0.956,0.944,0
"551","1371_274",0,0,0,0.944,1,1
"552","1371_1372",0,0,0,0.944,0.944,0
"553","1372_1373",0,0,0,0.944,0.936,0
"554","1373_275",0,0,0,0.936,1,1
"555","1373_276",0,0,0,0.936,1,1
"556","1372_1374",0,0,0,0.944,0.944,0
