"","p_d_node","p_state","d_state","change","p_pp","d_pp","dpp>ppp"
"1648","1918_1921",0,0,0,0.914,0.936,1
"1649","1921_1922",0,0,0,0.936,0.922,0
"1650","1922_822",0,0,0,0.922,1,1
"1651","1922_1923",0,1,1,0.922,0.752,0
"1652","1923_823",1,1,0,0.752,1,1
"1653","1923_824",1,1,0,0.752,1,1
"1654","1921_1924",0,0,0,0.936,0.922,0
"1655","1924_1925",0,0,0,0.922,0.924,1
"1656","1925_825",0,0,0,0.924,1,1
"1657","1925_826",0,0,0,0.924,1,1
"1658","1924_1926",0,0,0,0.922,0.952,1
"1659","1926_1927",0,0,0,0.952,0.978,1
"1660","1927_827",0,0,0,0.978,1,1
"1661","1927_828",0,0,0,0.978,1,1
"1662","1926_1928",0,0,0,0.952,0.954,1
"1663","1928_1929",0,0,0,0.954,0.964,1
"1664","1929_1930",0,0,0,0.964,0.992,1
"1665","1930_829",0,0,0,0.992,1,1
"1666","1930_830",0,0,0,0.992,1,1
"1667","1929_1931",0,0,0,0.964,0.978,1
"1668","1931_1932",0,0,0,0.978,1,1
"1669","1932_831",0,0,0,1,1,0
"1670","1932_1933",0,0,0,1,0.998,0
"1671","1933_832",0,0,0,0.998,1,1
"1672","1933_1934",0,0,0,0.998,0.998,0
"1673","1934_833",0,0,0,0.998,1,1
"1674","1934_1935",0,0,0,0.998,0.998,0
"1675","1935_834",0,0,0,0.998,1,1
"1676","1935_835",0,0,0,0.998,1,1
"1677","1931_1936",0,0,0,0.978,0.984,1
"1678","1936_1937",0,0,0,0.984,0.99,1
"1679","1937_1938",0,0,0,0.99,1,1
"1680","1938_836",0,0,0,1,1,0
"1681","1938_837",0,0,0,1,1,0
"1682","1937_1939",0,0,0,0.99,0.974,0
"1683","1939_838",0,0,0,0.974,1,1
"1684","1939_839",0,0,0,0.974,1,1
"1685","1936_1940",0,0,0,0.984,0.992,1
"1686","1940_840",0,0,0,0.992,1,1
"1687","1940_1941",0,0,0,0.992,0.994,1
"1688","1941_841",0,0,0,0.994,1,1
"1689","1941_1942",0,0,0,0.994,0.994,0
"1690","1942_842",0,0,0,0.994,1,1
"1691","1942_843",0,0,0,0.994,1,1
"1692","1928_1943",0,0,0,0.954,0.952,0
"1693","1943_1944",0,0,0,0.952,0.984,1
"1694","1944_844",0,0,0,0.984,1,1
"1695","1944_845",0,1,1,0.984,1,1
"1696","1943_846",0,0,0,0.952,1,1
"1697","1917_1945",0,0,0,0.934,0.966,1
"1698","1945_1946",0,0,0,0.966,0.956,0
"1699","1946_847",0,0,0,0.956,1,1
"1700","1946_848",0,0,0,0.956,1,1
"1701","1945_849",0,0,0,0.966,1,1
"1702","1787_1947",0,0,0,0.942,0.942,0
"1703","1947_1948",0,0,0,0.942,0.932,0
"1704","1948_1949",0,0,0,0.932,0.93,0
"1705","1949_850",0,0,0,0.93,1,1
"1706","1949_1950",0,0,0,0.93,0.996,1
"1707","1950_851",0,0,0,0.996,1,1
"1708","1950_852",0,0,0,0.996,1,1
"1709","1948_853",0,0,0,0.932,1,1
"1710","1947_1951",0,0,0,0.942,0.986,1
"1711","1951_1952",0,0,0,0.986,0.994,1
"1712","1952_854",0,0,0,0.994,1,1
"1713","1952_855",0,0,0,0.994,1,1
"1714","1951_1953",0,0,0,0.986,0.994,1
"1715","1953_856",0,0,0,0.994,1,1
"1716","1953_1954",0,0,0,0.994,0.992,0
"1717","1954_857",0,0,0,0.992,1,1
"1718","1954_858",0,0,0,0.992,1,1
"1719","1786_1955",0,0,0,0.932,0.932,0
"1720","1955_1956",0,0,0,0.932,0.922,0
"1721","1956_1957",0,0,0,0.922,0.952,1
"1722","1957_859",0,0,0,0.952,1,1
"1723","1957_1958",0,0,0,0.952,0.982,1
"1724","1958_860",0,0,0,0.982,1,1
"1725","1958_861",0,0,0,0.982,1,1
"1726","1956_1959",0,0,0,0.922,0.932,1
"1727","1959_862",0,0,0,0.932,1,1
"1728","1959_863",0,0,0,0.932,1,1
"1729","1955_1960",0,0,0,0.932,0.934,1
"1730","1960_864",0,0,0,0.934,1,1
"1731","1960_1961",0,0,0,0.934,0.936,1
"1732","1961_1962",0,0,0,0.936,0.912,0
"1733","1962_1963",0,0,0,0.912,0.932,1
"1734","1963_1964",0,0,0,0.932,0.93,0
"1735","1964_865",0,0,0,0.93,1,1
"1736","1964_866",0,0,0,0.93,1,1
"1737","1963_1965",0,0,0,0.932,0.944,1
"1738","1965_867",0,0,0,0.944,1,1
"1739","1965_1966",0,0,0,0.944,1,1
"1740","1966_868",0,0,0,1,1,0
"1741","1966_1967",0,0,0,1,1,0
"1742","1967_869",0,0,0,1,1,0
"1743","1967_1968",0,0,0,1,0.996,0
"1744","1968_870",0,0,0,0.996,1,1
"1745","1968_1969",0,0,0,0.996,0.994,0
"1746","1969_1970",0,0,0,0.994,0.998,1
"1747","1970_871",0,0,0,0.998,1,1
"1748","1970_872",0,0,0,0.998,1,1
"1749","1969_1971",0,0,0,0.994,0.946,0
"1750","1971_1972",0,0,0,0.946,0.944,0
"1751","1972_873",0,0,0,0.944,1,1
"1752","1972_874",0,0,0,0.944,1,1
"1753","1971_875",0,0,0,0.946,1,1
"1754","1962_1973",0,0,0,0.912,0.906,0
"1755","1973_876",0,0,0,0.906,1,1
"1756","1973_1974",0,0,0,0.906,0.856,0
"1757","1974_877",0,1,1,0.856,1,1
"1758","1974_1975",0,0,0,0.856,0.912,1
"1759","1975_878",0,0,0,0.912,1,1
"1760","1975_879",0,0,0,0.912,1,1
"1761","1961_1976",0,0,0,0.936,0.928,0
"1762","1976_880",0,0,0,0.928,1,1
"1763","1976_1977",0,0,0,0.928,0.948,1
"1764","1977_881",0,0,0,0.948,1,1
"1765","1977_882",0,0,0,0.948,1,1
"1766","1779_883",0,0,0,0.924,1,1
"1767","1778_1978",0,0,0,0.946,0.934,0
"1768","1978_1979",0,0,0,0.934,0.924,0
"1769","1979_1980",0,0,0,0.924,0.936,1
"1770","1980_1981",0,0,0,0.936,0.942,1
"1771","1981_884",0,0,0,0.942,1,1
"1772","1981_885",0,0,0,0.942,1,1
"1773","1980_886",0,0,0,0.936,1,1
"1774","1979_1982",0,0,0,0.924,0.998,1
"1775","1982_887",0,0,0,0.998,1,1
"1776","1982_1983",0,0,0,0.998,1,1
"1777","1983_888",0,0,0,1,1,0
"1778","1983_889",0,0,0,1,1,0
"1779","1978_1984",0,0,0,0.934,0.932,0
"1780","1984_1985",0,0,0,0.932,0.93,0
"1781","1985_1986",0,0,0,0.93,0.946,1
"1782","1986_1987",0,0,0,0.946,0.938,0
"1783","1987_890",0,0,0,0.938,1,1
"1784","1987_1988",0,0,0,0.938,0.934,0
"1785","1988_891",0,0,0,0.934,1,1
"1786","1988_892",0,0,0,0.934,1,1
"1787","1986_1989",0,0,0,0.946,0.942,0
"1788","1989_893",0,0,0,0.942,1,1
"1789","1989_1990",0,0,0,0.942,0.944,1
"1790","1990_894",0,0,0,0.944,1,1
"1791","1990_895",0,0,0,0.944,1,1
"1792","1985_1991",0,0,0,0.93,0.94,1
"1793","1991_1992",0,0,0,0.94,0.942,1
"1794","1992_1993",0,0,0,0.942,0.92,0
"1795","1993_896",0,0,0,0.92,1,1
"1796","1993_1994",0,0,0,0.92,0.95,1
"1797","1994_1995",0,0,0,0.95,0.944,0
"1798","1995_897",0,0,0,0.944,1,1
"1799","1995_898",0,0,0,0.944,1,1
"1800","1994_1996",0,0,0,0.95,0.95,0
"1801","1996_1997",0,0,0,0.95,0.934,0
"1802","1997_1998",0,0,0,0.934,0.944,1
"1803","1998_899",0,0,0,0.944,1,1
"1804","1998_1999",0,0,0,0.944,0.962,1
"1805","1999_900",0,0,0,0.962,1,1
"1806","1999_901",0,0,0,0.962,1,1
"1807","1997_2000",0,0,0,0.934,0.94,1
"1808","2000_2001",0,0,0,0.94,0.942,1
"1809","2001_902",0,0,0,0.942,1,1
"1810","2001_2002",0,0,0,0.942,0.936,0
"1811","2002_2003",0,0,0,0.936,1,1
"1812","2003_903",0,0,0,1,1,0
"1813","2003_904",0,0,0,1,1,0
"1814","2002_2004",0,0,0,0.936,0.904,0
"1815","2004_2005",0,0,0,0.904,0.942,1
"1816","2005_905",0,0,0,0.942,1,1
"1817","2005_906",0,0,0,0.942,1,1
"1818","2004_907",0,1,1,0.904,1,1
"1819","2000_2006",0,0,0,0.94,0.986,1
"1820","2006_908",0,0,0,0.986,1,1
"1821","2006_909",0,0,0,0.986,1,1
"1822","1996_910",0,0,0,0.95,1,1
"1823","1992_2007",0,0,0,0.942,0.948,1
"1824","2007_2008",0,0,0,0.948,0.948,0
"1825","2008_2009",0,0,0,0.948,0.978,1
"1826","2009_911",0,0,0,0.978,1,1
"1827","2009_912",0,0,0,0.978,1,1
"1828","2008_2010",0,0,0,0.948,0.938,0
"1829","2010_913",0,0,0,0.938,1,1
"1830","2010_914",0,0,0,0.938,1,1
"1831","2007_2011",0,0,0,0.948,0.934,0
"1832","2011_2012",0,0,0,0.934,0.968,1
"1833","2012_915",0,0,0,0.968,1,1
"1834","2012_916",0,0,0,0.968,1,1
"1835","2011_2013",0,0,0,0.934,0.92,0
"1836","2013_2014",0,0,0,0.92,0.948,1
"1837","2014_2015",0,0,0,0.948,0.974,1
"1838","2015_917",0,0,0,0.974,1,1
"1839","2015_2016",0,0,0,0.974,0.988,1
"1840","2016_918",0,0,0,0.988,1,1
"1841","2016_919",0,0,0,0.988,1,1
"1842","2014_2017",0,0,0,0.948,0.982,1
"1843","2017_920",0,0,0,0.982,1,1
"1844","2017_2018",0,0,0,0.982,0.992,1
"1845","2018_921",0,0,0,0.992,1,1
"1846","2018_922",0,0,0,0.992,1,1
"1847","2013_2019",0,0,0,0.92,0.844,0
"1848","2019_923",0,0,0,0.844,1,1
"1849","2019_2020",0,0,0,0.844,0.74,0
"1850","2020_2021",0,0,0,0.74,0.702,0
"1851","2021_924",0,1,1,0.702,1,1
"1852","2021_2022",0,0,0,0.702,0.934,1
"1853","2022_925",0,0,0,0.934,1,1
"1854","2022_2023",0,0,0,0.934,0.978,1
"1855","2023_2024",0,0,0,0.978,0.996,1
"1856","2024_926",0,0,0,0.996,1,1
"1857","2024_927",0,0,0,0.996,1,1
"1858","2023_2025",0,0,0,0.978,1,1
"1859","2025_2026",0,0,0,1,0.994,0
"1860","2026_928",0,0,0,0.994,1,1
"1861","2026_929",0,1,1,0.994,1,1
"1862","2025_930",0,0,0,1,1,0
"1863","2020_2027",0,0,0,0.74,0.716,0
"1864","2027_2028",0,0,0,0.716,0.934,1
"1865","2028_931",0,0,0,0.934,1,1
"1866","2028_932",0,0,0,0.934,1,1
"1867","2027_2029",0,0,0,0.716,0.684,0
"1868","2029_2030",0,1,1,0.684,0.882,1
"1869","2030_933",1,1,0,0.882,1,1
"1870","2030_2031",1,1,0,0.882,0.834,0
"1871","2031_934",1,1,0,0.834,1,1
"1872","2031_2032",1,1,0,0.834,0.652,0
"1873","2032_2033",1,0,1,0.652,0.986,1
"1874","2033_935",0,0,0,0.986,1,1
"1875","2033_2034",0,0,0,0.986,0.996,1
"1876","2034_936",0,0,0,0.996,1,1
"1877","2034_937",0,0,0,0.996,1,1
"1878","2032_938",1,0,1,0.652,1,1
"1879","2029_2035",0,0,0,0.684,0.962,1
"1880","2035_939",0,0,0,0.962,1,1
"1881","2035_2036",0,0,0,0.962,1,1
"1882","2036_940",0,0,0,1,1,0
"1883","2036_941",0,0,0,1,1,0
"1884","1991_2037",0,0,0,0.94,0.928,0
"1885","2037_942",0,0,0,0.928,1,1
"1886","2037_2038",0,0,0,0.928,0.928,0
"1887","2038_2039",0,0,0,0.928,0.864,0
"1888","2039_943",0,0,0,0.864,1,1
"1889","2039_2040",0,0,0,0.864,0.546,0
"1890","2040_944",0,1,1,0.546,1,1
"1891","2040_2041",0,0,0,0.546,0.586,1
"1892","2041_945",0,0,0,0.586,1,1
"1893","2041_946",0,1,1,0.586,1,1
"1894","2038_2042",0,0,0,0.928,0.952,1
"1895","2042_947",0,0,0,0.952,1,1
"1896","2042_948",0,0,0,0.952,1,1
"1897","1984_2043",0,0,0,0.932,0.938,1
"1898","2043_2044",0,0,0,0.938,0.938,0
"1899","2044_949",0,0,0,0.938,1,1
"1900","2044_2045",0,0,0,0.938,0.946,1
"1901","2045_2046",0,0,0,0.946,0.932,0
"1902","2046_950",0,0,0,0.932,1,1
"1903","2046_951",0,0,0,0.932,1,1
"1904","2045_2047",0,0,0,0.946,0.948,1
"1905","2047_952",0,0,0,0.948,1,1
"1906","2047_953",0,0,0,0.948,1,1
"1907","2043_2048",0,0,0,0.938,0.938,0
"1908","2048_2049",0,0,0,0.938,0.89,0
"1909","2049_954",0,0,0,0.89,1,1
"1910","2049_955",0,1,1,0.89,1,1
"1911","2048_2050",0,0,0,0.938,0.94,1
"1912","2050_956",0,0,0,0.94,1,1
"1913","2050_2051",0,0,0,0.94,0.936,0
"1914","2051_2052",0,0,0,0.936,0.946,1
"1915","2052_957",0,0,0,0.946,1,1
"1916","2052_958",0,0,0,0.946,1,1
"1917","2051_2053",0,0,0,0.936,0.96,1
"1918","2053_959",0,0,0,0.96,1,1
"1919","2053_960",0,0,0,0.96,1,1
"1920","1774_2054",0,0,0,0.928,0.912,0
"1921","2054_961",0,0,0,0.912,1,1
"1922","2054_2055",0,0,0,0.912,0.948,1
"1923","2055_2056",0,0,0,0.948,0.91,0
"1924","2056_962",0,0,0,0.91,1,1
"1925","2056_2057",0,0,0,0.91,0.944,1
"1926","2057_2058",0,0,0,0.944,0.95,1
"1927","2058_2059",0,0,0,0.95,0.924,0
"1928","2059_963",0,0,0,0.924,1,1
"1929","2059_2060",0,0,0,0.924,0.988,1
"1930","2060_964",0,0,0,0.988,1,1
"1931","2060_2061",0,0,0,0.988,0.988,0
"1932","2061_965",0,0,0,0.988,1,1
"1933","2061_2062",0,0,0,0.988,0.994,1
"1934","2062_2063",0,0,0,0.994,0.992,0
"1935","2063_2064",0,0,0,0.992,0.992,0
"1936","2064_966",0,0,0,0.992,1,1
"1937","2064_967",0,0,0,0.992,1,1
"1938","2063_2065",0,0,0,0.992,0.998,1
"1939","2065_968",0,0,0,0.998,1,1
"1940","2065_2066",0,0,0,0.998,0.998,0
"1941","2066_2067",0,0,0,0.998,0.998,0
"1942","2067_969",0,0,0,0.998,1,1
"1943","2067_2068",0,0,0,0.998,1,1
"1944","2068_2069",0,0,0,1,1,0
"1945","2069_970",0,0,0,1,1,0
"1946","2069_971",0,0,0,1,1,0
"1947","2068_972",0,0,0,1,1,0
"1948","2066_973",0,0,0,0.998,1,1
"1949","2062_2070",0,0,0,0.994,0.998,1
"1950","2070_2071",0,0,0,0.998,0.998,0
"1951","2071_974",0,0,0,0.998,1,1
"1952","2071_975",0,0,0,0.998,1,1
"1953","2070_976",0,0,0,0.998,1,1
"1954","2058_977",0,0,0,0.95,1,1
"1955","2057_2072",0,0,0,0.944,0.932,0
"1956","2072_2073",0,0,0,0.932,0.986,1
"1957","2073_978",0,0,0,0.986,1,1
"1958","2073_979",0,0,0,0.986,1,1
"1959","2072_2074",0,0,0,0.932,0.924,0
"1960","2074_2075",0,0,0,0.924,0.954,1
"1961","2075_980",0,0,0,0.954,1,1
"1962","2075_2076",0,0,0,0.954,1,1
"1963","2076_981",0,0,0,1,1,0
"1964","2076_982",0,0,0,1,1,0
"1965","2074_2077",0,0,0,0.924,0.932,1
"1966","2077_2078",0,0,0,0.932,0.934,1
"1967","2078_983",0,0,0,0.934,1,1
"1968","2078_2079",0,0,0,0.934,0.996,1
"1969","2079_984",0,0,0,0.996,1,1
"1970","2079_985",0,0,0,0.996,1,1
"1971","2077_2080",0,0,0,0.932,0.956,1
"1972","2080_2081",0,0,0,0.956,0.954,0
"1973","2081_986",0,0,0,0.954,1,1
"1974","2081_987",0,0,0,0.954,1,1
"1975","2080_988",0,0,0,0.956,1,1
"1976","2055_2082",0,0,0,0.948,0.926,0
"1977","2082_2083",0,0,0,0.926,0.926,0
"1978","2083_2084",0,0,0,0.926,0.932,1
"1979","2084_2085",0,0,0,0.932,0.926,0
"1980","2085_989",0,0,0,0.926,1,1
"1981","2085_990",0,0,0,0.926,1,1
"1982","2084_2086",0,0,0,0.932,0.906,0
"1983","2086_2087",0,0,0,0.906,0.9,0
"1984","2087_991",0,0,0,0.9,1,1
"1985","2087_2088",0,0,0,0.9,0.874,0
"1986","2088_992",0,0,0,0.874,1,1
"1987","2088_993",0,1,1,0.874,1,1
"1988","2086_994",0,0,0,0.906,1,1
"1989","2083_2089",0,0,0,0.926,0.938,1
"1990","2089_2090",0,0,0,0.938,0.966,1
"1991","2090_995",0,0,0,0.966,1,1
"1992","2090_996",0,0,0,0.966,1,1
"1993","2089_997",0,0,0,0.938,1,1
"1994","2082_2091",0,0,0,0.926,0.942,1
"1995","2091_2092",0,0,0,0.942,0.932,0
"1996","2092_2093",0,0,0,0.932,0.936,1
"1997","2093_998",0,0,0,0.936,1,1
"1998","2093_2094",0,0,0,0.936,0.932,0
"1999","2094_2095",0,0,0,0.932,0.934,1
"2000","2095_999",0,0,0,0.934,1,1
"2001","2095_2096",0,0,0,0.934,0.93,0
"2002","2096_1000",0,0,0,0.93,1,1
"2003","2096_2097",0,0,0,0.93,0.97,1
"2004","2097_1001",0,0,0,0.97,1,1
"2005","2097_2098",0,0,0,0.97,0.974,1
"2006","2098_1002",0,1,1,0.974,1,1
"2007","2098_1003",0,0,0,0.974,1,1
"2008","2094_2099",0,0,0,0.932,0.922,0
"2009","2099_1004",0,0,0,0.922,1,1
"2010","2099_2100",0,0,0,0.922,0.998,1
"2011","2100_1005",0,0,0,0.998,1,1
"2012","2100_1006",0,0,0,0.998,1,1
"2013","2092_2101",0,0,0,0.932,0.928,0
"2014","2101_2102",0,0,0,0.928,0.942,1
"2015","2102_1007",0,0,0,0.942,1,1
"2016","2102_2103",0,0,0,0.942,0.936,0
"2017","2103_1008",0,0,0,0.936,1,1
"2018","2103_1009",0,0,0,0.936,1,1
"2019","2101_2104",0,0,0,0.928,0.928,0
"2020","2104_1010",0,0,0,0.928,1,1
"2021","2104_1011",0,0,0,0.928,1,1
"2022","2091_2105",0,0,0,0.942,0.922,0
"2023","2105_2106",0,0,0,0.922,0.936,1
"2024","2106_2107",0,0,0,0.936,0.93,0
"2025","2107_1012",0,0,0,0.93,1,1
"2026","2107_2108",0,0,0,0.93,0.928,0
"2027","2108_2109",0,0,0,0.928,0.928,0
"2028","2109_2110",0,0,0,0.928,0.92,0
"2029","2110_1013",0,0,0,0.92,1,1
"2030","2110_1014",0,0,0,0.92,1,1
"2031","2109_1015",0,0,0,0.928,1,1
"2032","2108_2111",0,0,0,0.928,0.934,1
"2033","2111_2112",0,0,0,0.934,0.942,1
"2034","2112_1016",0,0,0,0.942,1,1
"2035","2112_2113",0,0,0,0.942,0.964,1
"2036","2113_1017",0,0,0,0.964,1,1
"2037","2113_2114",0,0,0,0.964,0.99,1
"2038","2114_1018",0,0,0,0.99,1,1
"2039","2114_1019",0,0,0,0.99,1,1
"2040","2111_2115",0,0,0,0.934,0.92,0
"2041","2115_1020",0,0,0,0.92,1,1
"2042","2115_1021",0,0,0,0.92,1,1
"2043","2106_2116",0,0,0,0.936,0.956,1
"2044","2116_2117",0,0,0,0.956,0.94,0
"2045","2117_2118",0,0,0,0.94,0.978,1
"2046","2118_1022",0,0,0,0.978,1,1
"2047","2118_1023",0,0,0,0.978,1,1
"2048","2117_2119",0,0,0,0.94,0.946,1
"2049","2119_1024",0,0,0,0.946,1,1
"2050","2119_1025",0,0,0,0.946,1,1
"2051","2116_2120",0,0,0,0.956,0.946,0
"2052","2120_2121",0,0,0,0.946,0.982,1
"2053","2121_1026",0,0,0,0.982,1,1
"2054","2121_1027",0,0,0,0.982,1,1
"2055","2120_2122",0,0,0,0.946,0.946,0
"2056","2122_1028",0,0,0,0.946,1,1
"2057","2122_2123",0,0,0,0.946,0.936,0
"2058","2123_2124",0,0,0,0.936,0.94,1
"2059","2124_1029",0,0,0,0.94,1,1
"2060","2124_2125",0,0,0,0.94,0.924,0
"2061","2125_2126",0,0,0,0.924,0.914,0
"2062","2126_1030",0,0,0,0.914,1,1
"2063","2126_1031",0,1,1,0.914,1,1
"2064","2125_1032",0,0,0,0.924,1,1
"2065","2123_1033",0,0,0,0.936,1,1
"2066","2105_2127",0,0,0,0.922,0.938,1
"2067","2127_1034",0,0,0,0.938,1,1
"2068","2127_2128",0,0,0,0.938,0.918,0
"2069","2128_2129",0,0,0,0.918,0.928,1
"2070","2129_1035",0,0,0,0.928,1,1
"2071","2129_2130",0,0,0,0.928,0.97,1
"2072","2130_2131",0,0,0,0.97,0.972,1
"2073","2131_1036",0,0,0,0.972,1,1
"2074","2131_1037",0,0,0,0.972,1,1
"2075","2130_1038",0,0,0,0.97,1,1
"2076","2128_2132",0,0,0,0.918,0.924,1
"2077","2132_2133",0,0,0,0.924,0.936,1
"2078","2133_1039",0,0,0,0.936,1,1
"2079","2133_2134",0,0,0,0.936,0.928,0
"2080","2134_1040",0,0,0,0.928,1,1
"2081","2134_2135",0,0,0,0.928,0.92,0
"2082","2135_2136",0,0,0,0.92,0.92,0
"2083","2136_2137",0,0,0,0.92,0.922,1
"2084","2137_1041",0,0,0,0.922,1,1
"2085","2137_2138",0,0,0,0.922,0.99,1
"2086","2138_1042",0,0,0,0.99,1,1
"2087","2138_2139",0,0,0,0.99,0.982,0
"2088","2139_2140",0,0,0,0.982,1,1
"2089","2140_1043",0,0,0,1,1,0
"2090","2140_1044",0,0,0,1,1,0
"2091","2139_1045",0,0,0,0.982,1,1
"2092","2136_2141",0,0,0,0.92,0.918,0
"2093","2141_2142",0,0,0,0.918,0.976,1
"2094","2142_2143",0,0,0,0.976,0.992,1
"2095","2143_2144",0,0,0,0.992,0.996,1
"2096","2144_1046",0,0,0,0.996,1,1
"2097","2144_1047",0,0,0,0.996,1,1
"2098","2143_2145",0,0,0,0.992,1,1
"2099","2145_1048",0,0,0,1,1,0
"2100","2145_1049",0,0,0,1,1,0
"2101","2142_2146",0,0,0,0.976,0.974,0
"2102","2146_1050",0,0,0,0.974,1,1
"2103","2146_1051",0,0,0,0.974,1,1
"2104","2141_2147",0,0,0,0.918,0.976,1
"2105","2147_1052",0,0,0,0.976,1,1
"2106","2147_2148",0,0,0,0.976,0.996,1
"2107","2148_1053",0,0,0,0.996,1,1
"2108","2148_1054",0,0,0,0.996,1,1
"2109","2135_2149",0,0,0,0.92,0.924,1
"2110","2149_2150",0,0,0,0.924,0.958,1
"2111","2150_2151",0,0,0,0.958,0.974,1
"2112","2151_1055",0,0,0,0.974,1,1
"2113","2151_2152",0,0,0,0.974,0.994,1
"2114","2152_1056",0,0,0,0.994,1,1
"2115","2152_1057",0,0,0,0.994,1,1
"2116","2150_2153",0,0,0,0.958,0.952,0
"2117","2153_2154",0,0,0,0.952,0.944,0
"2118","2154_1058",0,0,0,0.944,1,1
"2119","2154_2155",0,0,0,0.944,0.994,1
"2120","2155_1059",0,0,0,0.994,1,1
"2121","2155_1060",0,0,0,0.994,1,1
"2122","2153_2156",0,0,0,0.952,0.972,1
"2123","2156_2157",0,0,0,0.972,0.998,1
"2124","2157_2158",0,0,0,0.998,0.998,0
"2125","2158_1061",0,0,0,0.998,1,1
"2126","2158_2159",0,0,0,0.998,0.998,0
"2127","2159_1062",0,0,0,0.998,1,1
"2128","2159_1063",0,0,0,0.998,1,1
"2129","2157_2160",0,0,0,0.998,1,1
"2130","2160_1064",0,0,0,1,1,0
"2131","2160_2161",0,0,0,1,1,0
"2132","2161_2162",0,0,0,1,0.998,0
"2133","2162_1065",0,0,0,0.998,1,1
"2134","2162_1066",0,0,0,0.998,1,1
"2135","2161_1067",0,0,0,1,1,0
"2136","2156_1068",0,0,0,0.972,1,1
"2137","2149_2163",0,0,0,0.924,0.946,1
"2138","2163_1069",0,0,0,0.946,1,1
"2139","2163_1070",0,0,0,0.946,1,1
"2140","2132_2164",0,0,0,0.924,0.906,0
"2141","2164_2165",0,0,0,0.906,0.904,0
"2142","2165_2166",0,0,0,0.904,0.776,0
"2143","2166_2167",0,1,1,0.776,0.904,1
"2144","2167_1071",1,1,0,0.904,1,1
"2145","2167_1072",1,1,0,0.904,1,1
"2146","2166_2168",0,0,0,0.776,0.93,1
"2147","2168_1073",0,0,0,0.93,1,1
"2148","2168_2169",0,0,0,0.93,0.996,1
"2149","2169_1074",0,0,0,0.996,1,1
"2150","2169_1075",0,0,0,0.996,1,1
"2151","2165_2170",0,0,0,0.904,0.926,1
"2152","2170_1076",0,0,0,0.926,1,1
"2153","2170_1077",0,0,0,0.926,1,1
"2154","2164_2171",0,0,0,0.906,0.932,1
"2155","2171_2172",0,0,0,0.932,0.936,1
"2156","2172_1078",0,0,0,0.936,1,1
"2157","2172_2173",0,0,0,0.936,0.968,1
"2158","2173_1079",0,0,0,0.968,1,1
"2159","2173_1080",0,0,0,0.968,1,1
"2160","2171_2174",0,0,0,0.932,0.928,0
"2161","2174_1081",0,1,1,0.928,1,1
"2162","2174_2175",0,0,0,0.928,0.952,1
"2163","2175_2176",0,0,0,0.952,0.982,1
"2164","2176_1082",0,0,0,0.982,1,1
"2165","2176_1083",0,0,0,0.982,1,1
"2166","2175_2177",0,0,0,0.952,0.96,1
"2167","2177_2178",0,0,0,0.96,0.98,1
"2168","2178_2179",0,0,0,0.98,0.992,1
"2169","2179_2180",0,0,0,0.992,0.994,1
"2170","2180_1084",0,0,0,0.994,1,1
"2171","2180_1085",0,0,0,0.994,1,1
"2172","2179_2181",0,0,0,0.992,0.996,1
"2173","2181_1086",0,0,0,0.996,1,1
"2174","2181_1087",0,0,0,0.996,1,1
"2175","2178_2182",0,0,0,0.98,0.988,1
"2176","2182_1088",0,0,0,0.988,1,1
"2177","2182_1089",0,0,0,0.988,1,1
"2178","2177_2183",0,0,0,0.96,0.964,1
"2179","2183_2184",0,0,0,0.964,0.992,1
"2180","2184_1090",0,0,0,0.992,1,1
"2181","2184_1091",0,0,0,0.992,1,1
"2182","2183_2185",0,0,0,0.964,0.984,1
"2183","2185_1092",0,0,0,0.984,1,1
"2184","2185_1093",0,0,0,0.984,1,1
